0,0,26.04988379
1,142.1521,155.9845108
2,301.2261,327.1643592
3,353.2708,252.8253685
4,304.39792,303.5801111
5,217.58913,234.7772409
6,159.507,153.7688715
7,113.45743,106.1883569
8,68.35609,52.6849849
9,20.24496,14.70289325
10,0,0.089638968
11,0,22.99798642
12,140.79953,194.8640782
13,223.3,312.5286451
14,400.48804,465.294732
15,499.53833,520.6390204
16,500.89352,522.0037771
17,433.92648,467.517057
18,344.4435,351.8381982
19,194.343,193.7859794
20,49.016685,30.88095757
21,0,-0.407623713
22,0,34.39721047
23,83.272545,121.0640322
24,119.41838,125.7956535
25,154.74133,119.4598379
26,169.91537,145.2538756
27,103.221466,233.9137172
28,163.8439,207.3959328
29,90.95681,50.84375463
30,0,35.44522283
31,0,19.70915773
32,0,0.190658771
33,0,32.16046838
34,92.80734,124.8228574
35,202.309,180.6848844
36,268.56006,253.9567456
37,367.5938,300.8014989
38,531.3442,579.0865001
39,472.74585,445.8650295
40,360.08115,447.3635034
41,169.46855,294.8020672
42,13.144666,32.46833255
43,0,-0.211330207
44,0,6.168988267
45,72.45361,69.98565085
46,136.41907,113.309973
47,228.45569,177.4756595
48,272.82788,203.9859229
49,262.91656,220.5493654
50,239.20091,229.9376009
51,161.90211,188.7618507
52,104.966606,98.2140817
53,49.409573,24.57867559
54,4.023466,-0.601201058
55,0,24.97303851
56,101.75401,145.4576906
57,240.81682,259.9083319
58,410.67477,415.0531311
59,471.66843,558.5626106
60,506.41385,534.2052026
61,443.70328,404.5122071
62,244.3177,189.4709723
63,120.88782,119.5648268
64,62.90644,41.99039032
65,7.4806843,0.805550906
66,0,1.564712219
67,33.010372,11.93054955
68,70.926155,38.72966349
69,110.335625,63.81928038
70,155.95409,115.8563546
71,194.38966,197.086717
72,196.91595,216.8051659
73,199.3393,301.252065
74,140.8195,153.0004128
75,34.140102,46.04840876
76,0,0.107502651
77,0,22.84755385
78,146.69206,165.8446237
79,321.65646,327.3454006
80,437.30362,447.1211397
81,499.27972,516.7518058
82,500.5514,524.739348
83,453.15533,469.5300308
84,348.6198,360.5051934
85,174.3616,206.6549485
86,45.74614,41.92039718
87,0,0.546368433
88,0,6.69675518
89,19.059803,44.62661332
90,82.773834,112.8390363
91,138.8235,189.0539398
92,172.28189,228.7288143
93,167.92294,198.7928709
94,161.5657,225.0205507
95,121.09537,162.4777585
96,24.126171,71.82803002
97,0,15.814317
98,0,0.163705811
99,0,16.29246197
100,64.27294,82.62270361
101,125.837425,224.2376756
102,178.07874,371.5361718
103,422.71924,447.5868533
104,479.81766,530.2819463
105,440.2115,460.4146632
106,323.90982,345.7095402
107,175.52997,205.2176923
108,67.16589,42.61656493
109,1.1149926,-0.874590803
110,0,3.931306478
111,21.561945,15.84523906
112,92.58207,35.16702723
113,166.90982,74.63014688
114,245.74062,302.5336655
115,230.92462,237.5739255
116,184.66933,248.2441792
117,89.14514,101.5175355
118,0,15.48033608
119,0,3.214245102
120,0,-0.973416868
121,12.131502,2.025098096
122,14.382523,21.86922086
123,46.989773,66.30663863
124,66.34755,77.31233542
125,75.35907,83.44475389
126,57.317368,76.92027083
127,39.954582,51.43723127
128,68.46288,44.09654808
129,13.60876,23.18853382
130,0,5.976247124
131,0,0.267337181
132,0,7.165080895
133,2.5797174,48.36078441
134,195.2697,212.4544308
135,416.0886,344.9710633
136,397.33603,326.1772512
137,244.09016,290.9460878
138,127.82858,128.3646
139,52.57034,57.06235862
140,5.6473913,16.05291963
141,7.770383,3.978734142
142,0,0.172585901
143,0,35.0393688
144,159.16888,267.1246992
145,343.82425,419.9520037
146,446.93314,468.8233116
147,504.9396,534.4415069
148,503.9577,543.4809271
149,471.9652,493.4765702
150,317.46616,350.8444039
151,177.01659,166.6303196
152,63.605743,52.22083802
153,0,0.033644994
154,0,28.46317464
155,163.5857,175.7356582
156,329.01602,339.3214911
157,473.2913,469.5703548
158,558.22327,542.9457428
159,576.93677,556.6685209
160,519.6959,507.4501732
161,410.8623,399.350391
162,245.51044,239.0546403
163,81.44204,57.08074473
164,0,-0.275891035
165,14.873827,11.68129093
166,80.92687,23.57568851
167,109.61515,58.51079269
168,141.54962,105.8129031
169,157.966,106.008465
170,335.44254,370.5789411
171,342.63644,203.072568
